0.005208,0.005208,0.005208,0.031250,0.036458,0.098958,0.549479,0.000000
0.010417,0.000000,0.000000,0.031250,0.031250,0.098958,0.549479,0.000000
0.000000,0.000000,0.000000,0.000000,0.067708,0.197917,0.552083,0.000000
0.010417,0.010417,0.000000,0.041667,0.065104,0.195312,0.549479,0.000000
0.015625,0.000000,0.000000,0.104167,0.187500,0.234375,0.544271,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.044271,0.549479,0.000000
0.000000,0.000000,0.000000,0.000000,0.122396,0.481771,0.541667,0.000000
0.000000,0.000000,0.000000,0.057292,0.093750,0.476562,0.541667,0.000000
0.031250,0.000000,0.000000,0.093750,0.093750,0.479167,0.544271,0.000000
0.000000,0.000000,0.000000,0.026042,0.080729,0.242188,0.552083,0.000000
