0.000000,0.000000,0.130653,0.000000,0.221106,0.462312,1.000000
0.115578,0.115578,0.190955,0.190955,0.190955,0.386935,1.000000
0.000000,0.000000,0.105528,0.000000,0.125628,0.437186,1.000000
0.000000,0.000000,0.075377,0.100503,0.236181,0.477387,1.000000
0.000000,0.000000,0.105528,0.246231,0.246231,0.522613,1.000000
0.000000,0.000000,0.005025,0.005025,0.015075,0.160804,1.000000
0.000000,0.000000,0.005025,0.000000,0.015075,0.190955,1.000000
0.015075,0.015075,0.015075,0.040201,0.090452,0.195980,1.000000
0.090452,0.090452,0.095477,0.000000,0.135678,0.386935,1.000000
0.000000,0.000000,0.070352,0.190955,0.226131,0.386935,1.000000
0.005025,0.005025,0.015075,0.000000,0.015075,0.090452,1.000000
0.080402,0.170854,0.206030,0.170854,0.216080,0.427136,1.000000
0.000000,0.000000,0.000000,0.005025,0.005025,0.190955,1.000000
0.105528,0.105528,0.105528,0.105528,0.130653,0.457286,1.000000
0.000000,0.000000,0.000000,0.005025,0.005025,0.010050,1.000000
0.095477,0.095477,0.190955,0.000000,0.226131,0.457286,1.000000
0.000000,0.000000,0.160804,0.140704,0.206030,0.386935,1.000000
0.000000,0.000000,0.040201,0.000000,0.085427,0.195980,1.000000
0.000000,0.000000,0.080402,0.000000,0.115578,0.391960,1.000000
0.075377,0.075377,0.075377,0.000000,0.206030,0.386935,1.000000
0.000000,0.000000,0.085427,0.085427,0.155779,0.427136,1.000000
0.030151,0.030151,0.030151,0.040201,0.040201,0.236181,1.000000
0.000000,0.000000,0.120603,0.000000,0.226131,0.457286,1.000000
0.000000,0.000000,0.095477,0.000000,0.130653,0.457286,1.000000
0.005025,0.005025,0.005025,0.005025,0.015075,0.025126,1.000000
0.000000,0.000000,0.000000,0.000000,0.105528,0.211055,1.000000
0.000000,0.000000,0.005025,0.110553,0.195980,0.386935,1.000000
0.000000,0.065327,0.065327,0.065327,0.276382,0.462312,1.000000
0.000000,0.030151,0.035176,0.035176,0.100503,0.216080,1.000000
0.000000,0.095477,0.195980,0.216080,0.216080,0.437186,1.000000
